Provincia,Canton,Parroquia,Femenino,Masculino,Textbox17,Textbox6,Textbox7,Textbox18
GUAYAS,SALITRE,GRAL. VERNAZA (DOS ESTEROS),"1,296","1,158","2,454","1,945,017","1,767,520","3,712,537"
GUAYAS,SALITRE,JUNQUILLAL,"1,347","1,192","2,539","1,945,017","1,767,520","3,712,537"
GUAYAS,SALITRE,LA VICTORIA (ÑAUZA),629,576,"1,205","1,945,017","1,767,520","3,712,537"
GUAYAS,SAMBORONDON,SAMBORONDON,"4,311","3,911","8,222","1,945,017","1,767,520","3,712,537"
GUAYAS,SAMBORONDON,TARIFA,"4,562","3,905","8,467","1,945,017","1,767,520","3,712,537"
GUAYAS,SAN JACINTO DE YAGUACHI,GRAL. PEDRO J. MONTERO (BOLICHE),834,761,"1,595","1,945,017","1,767,520","3,712,537"
GUAYAS,SAN JACINTO DE YAGUACHI,SAN JACINTO DE YAGUACHI,"2,644","2,486","5,130","1,945,017","1,767,520","3,712,537"
GUAYAS,SAN JACINTO DE YAGUACHI,VIRGEN DE FATIMA,"1,648","1,428","3,076","1,945,017","1,767,520","3,712,537"
GUAYAS,SAN JACINTO DE YAGUACHI,YAGUACHI VIEJO (CONE),955,829,"1,784","1,945,017","1,767,520","3,712,537"
GUAYAS,SANTA LUCIA,SANTA LUCIA,"4,517","4,056","8,573","1,945,017","1,767,520","3,712,537"
GUAYAS,SIMON BOLIVAR,CRNEL. LORENZO DE GARAICOA (PEDREGAL),782,855,"1,637","1,945,017","1,767,520","3,712,537"
GUAYAS,SIMON BOLIVAR,SIMON BOLIVAR,"1,898","1,679","3,577","1,945,017","1,767,520","3,712,537"
IMBABURA,ANTONIO ANTE,ANDRADE MARIN  (LOURDES),543,698,"1,241","1,945,017","1,767,520","3,712,537"
IMBABURA,ANTONIO ANTE,ATUNTAQUI,"3,084","2,783","5,867","1,945,017","1,767,520","3,712,537"
IMBABURA,ANTONIO ANTE,IMBAYA (SAN LUIS DE COBUENDO),153,118,271,"1,945,017","1,767,520","3,712,537"
IMBABURA,ANTONIO ANTE,SAN FRANCISCO DE NATABUELA,200,189,389,"1,945,017","1,767,520","3,712,537"
IMBABURA,ANTONIO ANTE,SAN JOSE DE CHALTURA,286,280,566,"1,945,017","1,767,520","3,712,537"
IMBABURA,ANTONIO ANTE,SAN ROQUE,900,892,"1,792","1,945,017","1,767,520","3,712,537"
IMBABURA,COTACACHI,6 DE JULIO DE CUELLAJE,275,246,521,"1,945,017","1,767,520","3,712,537"
IMBABURA,COTACACHI,APUELA,356,323,679,"1,945,017","1,767,520","3,712,537"
IMBABURA,COTACACHI,GARCIA MORENO (LLURIMAGUA),"1,221","1,070","2,291","1,945,017","1,767,520","3,712,537"
IMBABURA,COTACACHI,IMANTAG,655,570,"1,225","1,945,017","1,767,520","3,712,537"
IMBABURA,COTACACHI,PEÑAHERRERA,220,194,414,"1,945,017","1,767,520","3,712,537"
IMBABURA,COTACACHI,PLAZA GUTIERREZ (CALVARIO),61,58,119,"1,945,017","1,767,520","3,712,537"
IMBABURA,COTACACHI,QUIROGA,831,831,"1,662","1,945,017","1,767,520","3,712,537"
IMBABURA,COTACACHI,SAGRARIO,825,743,"1,568","1,945,017","1,767,520","3,712,537"
IMBABURA,COTACACHI,SAN FRANCISCO,"1,545","1,614","3,159","1,945,017","1,767,520","3,712,537"
IMBABURA,COTACACHI,VACAS GALINDO (EL CHURO),97,93,190,"1,945,017","1,767,520","3,712,537"
IMBABURA,IBARRA,AMBUQUI,736,749,"1,485","1,945,017","1,767,520","3,712,537"
IMBABURA,IBARRA,ANGOCHAGUA,349,317,666,"1,945,017","1,767,520","3,712,537"
IMBABURA,IBARRA,CARANQUI,"1,525","1,953","3,478","1,945,017","1,767,520","3,712,537"
IMBABURA,IBARRA,CAROLINA,295,241,536,"1,945,017","1,767,520","3,712,537"
IMBABURA,IBARRA,GUAYAQUIL DE ALPACHACA,753,825,"1,578","1,945,017","1,767,520","3,712,537"
IMBABURA,IBARRA,LA DOLOROSA DEL PRIORATO,553,802,"1,355","1,945,017","1,767,520","3,712,537"
IMBABURA,IBARRA,LA ESPERANZA,641,675,"1,316","1,945,017","1,767,520","3,712,537"
IMBABURA,IBARRA,LITA,633,568,"1,201","1,945,017","1,767,520","3,712,537"
IMBABURA,IBARRA,SAGRARIO,"6,603","6,831","13,434","1,945,017","1,767,520","3,712,537"
IMBABURA,IBARRA,SALINAS,370,363,733,"1,945,017","1,767,520","3,712,537"
IMBABURA,IBARRA,SAN ANTONIO,"1,427","1,532","2,959","1,945,017","1,767,520","3,712,537"
IMBABURA,IBARRA,SAN FRANCISCO,"11,308","9,058","20,366","1,945,017","1,767,520","3,712,537"
IMBABURA,OTAVALO,DR. MIGUEL EGAS CABEZAS (PEGUCHE),"1,084","1,109","2,193","1,945,017","1,767,520","3,712,537"
IMBABURA,OTAVALO,EUGENIO ESPEJO (CALPAQUI),422,403,825,"1,945,017","1,767,520","3,712,537"
IMBABURA,OTAVALO,GONZALEZ SUAREZ,783,722,"1,505","1,945,017","1,767,520","3,712,537"
IMBABURA,OTAVALO,JORDAN,"6,631","5,664","12,295","1,945,017","1,767,520","3,712,537"
IMBABURA,OTAVALO,PATAQUI,34,27,61,"1,945,017","1,767,520","3,712,537"
IMBABURA,OTAVALO,SAN JOSE DE QUICHINCHE,"1,040","1,044","2,084","1,945,017","1,767,520","3,712,537"
IMBABURA,OTAVALO,SAN JUAN DE ILUMAN,833,765,"1,598","1,945,017","1,767,520","3,712,537"
IMBABURA,OTAVALO,SAN LUIS,"2,776","3,043","5,819","1,945,017","1,767,520","3,712,537"
IMBABURA,OTAVALO,SAN PABLO,"1,557","1,572","3,129","1,945,017","1,767,520","3,712,537"
IMBABURA,OTAVALO,SAN RAFAEL,438,401,839,"1,945,017","1,767,520","3,712,537"
IMBABURA,OTAVALO,SELVA ALEGRE,258,258,516,"1,945,017","1,767,520","3,712,537"
IMBABURA,PIMAMPIRO,CHUGA,98,107,205,"1,945,017","1,767,520","3,712,537"
IMBABURA,PIMAMPIRO,MARIANO ACOSTA,191,187,378,"1,945,017","1,767,520","3,712,537"
IMBABURA,PIMAMPIRO,PIMAMPIRO,"1,329","1,290","2,619","1,945,017","1,767,520","3,712,537"
IMBABURA,PIMAMPIRO,SAN FRANCISCO DE SIGSIPAMBA,142,140,282,"1,945,017","1,767,520","3,712,537"
IMBABURA,SAN MIGUEL DE URCUQUI,CAHUASQUI,206,181,387,"1,945,017","1,767,520","3,712,537"
IMBABURA,SAN MIGUEL DE URCUQUI,LA MERCED DE BUENOS AIRES,252,217,469,"1,945,017","1,767,520","3,712,537"
IMBABURA,SAN MIGUEL DE URCUQUI,PABLO ARENAS,173,141,314,"1,945,017","1,767,520","3,712,537"
IMBABURA,SAN MIGUEL DE URCUQUI,SAN BLAS,248,246,494,"1,945,017","1,767,520","3,712,537"
IMBABURA,SAN MIGUEL DE URCUQUI,TUMBABIRO,114,98,212,"1,945,017","1,767,520","3,712,537"
IMBABURA,SAN MIGUEL DE URCUQUI,URCUQUI,886,858,"1,744","1,945,017","1,767,520","3,712,537"
LOJA,CALVAS,CARIAMANGA,"2,451","2,024","4,475","1,945,017","1,767,520","3,712,537"
LOJA,CALVAS,CHILE,674,443,"1,117","1,945,017","1,767,520","3,712,537"
LOJA,CALVAS,COLAISACA,328,319,647,"1,945,017","1,767,520","3,712,537"
LOJA,CALVAS,EL LUCERO,374,322,696,"1,945,017","1,767,520","3,712,537"
LOJA,CALVAS,SAN VICENTE,654,671,"1,325","1,945,017","1,767,520","3,712,537"
LOJA,CALVAS,SANGUILLIN,206,196,402,"1,945,017","1,767,520","3,712,537"
LOJA,CALVAS,UTUANA,165,179,344,"1,945,017","1,767,520","3,712,537"
LOJA,CATAMAYO,CATAMAYO,"3,466","2,916","6,382","1,945,017","1,767,520","3,712,537"
LOJA,CATAMAYO,EL TAMBO,493,531,"1,024","1,945,017","1,767,520","3,712,537"
LOJA,CATAMAYO,GUAYQUICHUMA,24,27,51,"1,945,017","1,767,520","3,712,537"
LOJA,CATAMAYO,SAN PEDRO DE LA BENDITA,231,332,563,"1,945,017","1,767,520","3,712,537"
LOJA,CATAMAYO,ZAMBI,79,72,151,"1,945,017","1,767,520","3,712,537"
LOJA,CELICA,CELICA,984,937,"1,921","1,945,017","1,767,520","3,712,537"
LOJA,CELICA,CRUZPAMBA,171,181,352,"1,945,017","1,767,520","3,712,537"
LOJA,CELICA,POZUL (SAN JUAN DE POZUL),446,357,803,"1,945,017","1,767,520","3,712,537"
LOJA,CELICA,SABANILLA,268,264,532,"1,945,017","1,767,520","3,712,537"
LOJA,CELICA,TNTE. MAXIMILIANO RODRIGUEZ LOAIZA,49,59,108,"1,945,017","1,767,520","3,712,537"
LOJA,CHAGUARPAMBA,AMARILLOS,101,87,188,"1,945,017","1,767,520","3,712,537"
LOJA,CHAGUARPAMBA,BUENAVISTA,168,149,317,"1,945,017","1,767,520","3,712,537"
LOJA,CHAGUARPAMBA,CHAGUARPAMBA,517,442,959,"1,945,017","1,767,520","3,712,537"
LOJA,CHAGUARPAMBA,EL ROSARIO,46,22,68,"1,945,017","1,767,520","3,712,537"
LOJA,CHAGUARPAMBA,SANTA RUFINA,154,124,278,"1,945,017","1,767,520","3,712,537"
LOJA,ESPINDOLA,27 DE ABRIL,233,246,479,"1,945,017","1,767,520","3,712,537"
LOJA,ESPINDOLA,AMALUZA,796,811,"1,607","1,945,017","1,767,520","3,712,537"
LOJA,ESPINDOLA,BELLAVISTA,214,235,449,"1,945,017","1,767,520","3,712,537"
LOJA,ESPINDOLA,EL AIRO,168,164,332,"1,945,017","1,767,520","3,712,537"
LOJA,ESPINDOLA,EL INGENIO,326,276,602,"1,945,017","1,767,520","3,712,537"
LOJA,ESPINDOLA,JIMBURA,377,325,702,"1,945,017","1,767,520","3,712,537"
LOJA,ESPINDOLA,SANTA TERESITA,279,241,520,"1,945,017","1,767,520","3,712,537"
LOJA,GONZANAMA,CHANGAIMINA (LA LIBERTAD),366,332,698,"1,945,017","1,767,520","3,712,537"
LOJA,GONZANAMA,GONZANAMA,562,519,"1,081","1,945,017","1,767,520","3,712,537"
LOJA,GONZANAMA,NAMBACOLA,466,391,857,"1,945,017","1,767,520","3,712,537"
LOJA,GONZANAMA,PURUNUMA (EGUIGUREN),146,157,303,"1,945,017","1,767,520","3,712,537"
LOJA,GONZANAMA,SACAPALCA,305,244,549,"1,945,017","1,767,520","3,712,537"
LOJA,LOJA,CHANTACO,172,167,339,"1,945,017","1,767,520","3,712,537"
LOJA,LOJA,CHUQUIRIBAMBA,256,266,522,"1,945,017","1,767,520","3,712,537"
LOJA,LOJA,EL CISNE,182,181,363,"1,945,017","1,767,520","3,712,537"
LOJA,LOJA,EL SAGRARIO,"10,147","8,096","18,243","1,945,017","1,767,520","3,712,537"
LOJA,LOJA,GUALEL,257,240,497,"1,945,017","1,767,520","3,712,537"
LOJA,LOJA,JIMBILLA,113,101,214,"1,945,017","1,767,520","3,712,537"
LOJA,LOJA,MALACATOS (VALLADOLID),930,970,"1,900","1,945,017","1,767,520","3,712,537"
LOJA,LOJA,QUINARA,215,204,419,"1,945,017","1,767,520","3,712,537"
LOJA,LOJA,SAN LUCAS,917,719,"1,636","1,945,017","1,767,520","3,712,537"
LOJA,LOJA,SAN PEDRO DE VILCABAMBA,145,126,271,"1,945,017","1,767,520","3,712,537"
LOJA,LOJA,SAN SEBASTIAN,"7,875","7,313","15,188","1,945,017","1,767,520","3,712,537"
LOJA,LOJA,SANTIAGO,154,150,304,"1,945,017","1,767,520","3,712,537"
LOJA,LOJA,SUCRE,"4,092","4,331","8,423","1,945,017","1,767,520","3,712,537"
LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),343,313,656,"1,945,017","1,767,520","3,712,537"
LOJA,LOJA,VALLE,"5,418","5,223","10,641","1,945,017","1,767,520","3,712,537"
LOJA,LOJA,VILCABAMBA (VICTORIA),711,679,"1,390","1,945,017","1,767,520","3,712,537"
LOJA,LOJA,YANGANA (ARSENIO CASTILLO),164,187,351,"1,945,017","1,767,520","3,712,537"
LOJA,MACARA,GENERAL ELOY ALFARO (SAN SEBASTIAN),667,666,"1,333","1,945,017","1,767,520","3,712,537"
LOJA,MACARA,LA VICTORIA,177,176,353,"1,945,017","1,767,520","3,712,537"
LOJA,MACARA,LARAMA,127,100,227,"1,945,017","1,767,520","3,712,537"
LOJA,MACARA,MACARA,"1,624","1,378","3,002","1,945,017","1,767,520","3,712,537"
LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),115,83,198,"1,945,017","1,767,520","3,712,537"
LOJA,MACARA,SABIANGO (LA CAPILLA),86,85,171,"1,945,017","1,767,520","3,712,537"
LOJA,OLMEDO,LA TINGUE,73,81,154,"1,945,017","1,767,520","3,712,537"
LOJA,OLMEDO,OLMEDO,665,567,"1,232","1,945,017","1,767,520","3,712,537"
LOJA,PALTAS,CANGONAMA,97,101,198,"1,945,017","1,767,520","3,712,537"
LOJA,PALTAS,CASANGA,245,233,478,"1,945,017","1,767,520","3,712,537"
LOJA,PALTAS,CATACOCHA,866,683,"1,549","1,945,017","1,767,520","3,712,537"
LOJA,PALTAS,GUACHANAMA,308,306,614,"1,945,017","1,767,520","3,712,537"
LOJA,PALTAS,LAURO GUERRERO,220,195,415,"1,945,017","1,767,520","3,712,537"
LOJA,PALTAS,LOURDES,"1,280","1,138","2,418","1,945,017","1,767,520","3,712,537"
LOJA,PALTAS,ORIANGA,264,257,521,"1,945,017","1,767,520","3,712,537"
LOJA,PALTAS,SAN ANTONIO,101,117,218,"1,945,017","1,767,520","3,712,537"
LOJA,PALTAS,YAMANA,128,89,217,"1,945,017","1,767,520","3,712,537"
LOJA,PINDAL,12 DE DICIEMBRE,239,206,445,"1,945,017","1,767,520","3,712,537"
LOJA,PINDAL,CHAQUINAL,126,140,266,"1,945,017","1,767,520","3,712,537"
LOJA,PINDAL,PINDAL,847,802,"1,649","1,945,017","1,767,520","3,712,537"
LOJA,PUYANGO,ALAMOR,"1,306","1,184","2,490","1,945,017","1,767,520","3,712,537"
LOJA,PUYANGO,CIANO,198,203,401,"1,945,017","1,767,520","3,712,537"
LOJA,PUYANGO,EL ARENAL,139,145,284,"1,945,017","1,767,520","3,712,537"
LOJA,PUYANGO,EL LIMO (MARIANA DE JESUS),254,258,512,"1,945,017","1,767,520","3,712,537"
LOJA,PUYANGO,MERCADILLO,130,137,267,"1,945,017","1,767,520","3,712,537"
LOJA,PUYANGO,VICENTINO,146,157,303,"1,945,017","1,767,520","3,712,537"
LOJA,QUILANGA,FUNDOCHAMBA,34,29,63,"1,945,017","1,767,520","3,712,537"
LOJA,QUILANGA,QUILANGA,361,381,742,"1,945,017","1,767,520","3,712,537"
LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS,152,162,314,"1,945,017","1,767,520","3,712,537"
LOJA,SARAGURO,EL PARAISO DE CELEN,363,297,660,"1,945,017","1,767,520","3,712,537"
LOJA,SARAGURO,EL TABLON,64,59,123,"1,945,017","1,767,520","3,712,537"
LOJA,SARAGURO,LLUZHAPA,215,196,411,"1,945,017","1,767,520","3,712,537"
LOJA,SARAGURO,MANU,389,336,725,"1,945,017","1,767,520","3,712,537"
LOJA,SARAGURO,SAN ANTONIO DE QUMBE (CUMBE),132,117,249,"1,945,017","1,767,520","3,712,537"
LOJA,SARAGURO,SAN PABLO DE TENTA,526,505,"1,031","1,945,017","1,767,520","3,712,537"
LOJA,SARAGURO,SAN SEBASTIAN DE YULUC,130,94,224,"1,945,017","1,767,520","3,712,537"
LOJA,SARAGURO,SARAGURO,"1,871","1,758","3,629","1,945,017","1,767,520","3,712,537"
LOJA,SARAGURO,SELVA ALEGRE,263,264,527,"1,945,017","1,767,520","3,712,537"
LOJA,SARAGURO,SUMAYPAMBA,206,174,380,"1,945,017","1,767,520","3,712,537"
LOJA,SARAGURO,URDANETA (PAQUISHAPA),508,452,960,"1,945,017","1,767,520","3,712,537"
LOJA,SOZORANGA,NUEVA FATIMA,137,112,249,"1,945,017","1,767,520","3,712,537"
LOJA,SOZORANGA,SOZORANGA,290,271,561,"1,945,017","1,767,520","3,712,537"
LOJA,SOZORANGA,TACAMOROS,315,305,620,"1,945,017","1,767,520","3,712,537"
LOJA,ZAPOTILLO,CAZADEROS (CAB.EN MANGAURCO),167,148,315,"1,945,017","1,767,520","3,712,537"
LOJA,ZAPOTILLO,GARZAREAL,156,122,278,"1,945,017","1,767,520","3,712,537"
LOJA,ZAPOTILLO,LIMONES,154,140,294,"1,945,017","1,767,520","3,712,537"
LOJA,ZAPOTILLO,PALETILLAS,310,272,582,"1,945,017","1,767,520","3,712,537"
LOJA,ZAPOTILLO,ZAPOTILLO,699,611,"1,310","1,945,017","1,767,520","3,712,537"
LOS RIOS,BABA,BABA,"2,827","2,620","5,447","1,945,017","1,767,520","3,712,537"
LOS RIOS,BABA,GUARE,"1,195","1,158","2,353","1,945,017","1,767,520","3,712,537"
LOS RIOS,BABA,ISLA DE BEJUCAL,"1,330","1,217","2,547","1,945,017","1,767,520","3,712,537"
LOS RIOS,BABAHOYO,BARREIRO,738,691,"1,429","1,945,017","1,767,520","3,712,537"
LOS RIOS,BABAHOYO,BARREIRO (SANTA RITA),13,19,32,"1,945,017","1,767,520","3,712,537"
LOS RIOS,BABAHOYO,CARACOL,767,712,"1,479","1,945,017","1,767,520","3,712,537"
LOS RIOS,BABAHOYO,CLEMENTE BAQUERIZO,"8,482","8,411","16,893","1,945,017","1,767,520","3,712,537"
LOS RIOS,BABAHOYO,DR. CAMILO PONCE,"6,688","4,929","11,617","1,945,017","1,767,520","3,712,537"
LOS RIOS,BABAHOYO,EL SALTO,510,483,993,"1,945,017","1,767,520","3,712,537"
LOS RIOS,BABAHOYO,FEBRES CORDERO (LAS JUNTAS),"2,426","2,254","4,680","1,945,017","1,767,520","3,712,537"
LOS RIOS,BABAHOYO,LA UNION,"1,952","1,808","3,760","1,945,017","1,767,520","3,712,537"
LOS RIOS,BABAHOYO,PIMOCHA,"2,189","2,027","4,216","1,945,017","1,767,520","3,712,537"
LOS RIOS,BUENA FE,11 DE OCTUBRE,255,188,443,"1,945,017","1,767,520","3,712,537"
LOS RIOS,BUENA FE,7 DE AGOSTO,87,99,186,"1,945,017","1,767,520","3,712,537"
LOS RIOS,BUENA FE,PATRICIA PILAR,"1,748","1,524","3,272","1,945,017","1,767,520","3,712,537"
LOS RIOS,BUENA FE,SAN JACINTO DE BUENA FE,"6,881","6,103","12,984","1,945,017","1,767,520","3,712,537"
LOS RIOS,MOCACHE,MOCACHE,"4,548","4,282","8,830","1,945,017","1,767,520","3,712,537"
LOS RIOS,MONTALVO,MONTALVO,"2,923","2,910","5,833","1,945,017","1,767,520","3,712,537"
LOS RIOS,PALENQUE,PALENQUE,"3,051","2,810","5,861","1,945,017","1,767,520","3,712,537"
LOS RIOS,PUEBLOVIEJO,PUEBLOVIEJO,"1,502","1,389","2,891","1,945,017","1,767,520","3,712,537"
LOS RIOS,PUEBLOVIEJO,PUERTO PECHICHE,777,710,"1,487","1,945,017","1,767,520","3,712,537"
LOS RIOS,PUEBLOVIEJO,SAN JUAN,"2,173","1,836","4,009","1,945,017","1,767,520","3,712,537"
LOS RIOS,QUEVEDO,24 DE MAYO,"3,603","2,028","5,631","1,945,017","1,767,520","3,712,537"
LOS RIOS,QUEVEDO,GUAYACAN,"2,343","2,534","4,877","1,945,017","1,767,520","3,712,537"
LOS RIOS,QUEVEDO,LA ESPERANZA,476,417,893,"1,945,017","1,767,520","3,712,537"
LOS RIOS,QUEVEDO,NICOLAS INFANTE DIAZ,784,737,"1,521","1,945,017","1,767,520","3,712,537"
LOS RIOS,QUEVEDO,QUEVEDO,"4,602","3,285","7,887","1,945,017","1,767,520","3,712,537"
LOS RIOS,QUEVEDO,SAN CAMILO,"5,410","5,072","10,482","1,945,017","1,767,520","3,712,537"
LOS RIOS,QUEVEDO,SAN CARLOS,"1,558","1,310","2,868","1,945,017","1,767,520","3,712,537"
LOS RIOS,QUEVEDO,SAN CRISTOBAL,"2,658","2,429","5,087","1,945,017","1,767,520","3,712,537"
LOS RIOS,QUEVEDO,SAN JOSE,188,179,367,"1,945,017","1,767,520","3,712,537"
LOS RIOS,QUEVEDO,SIETE DE OCTUBRE,"1,202","2,089","3,291","1,945,017","1,767,520","3,712,537"
LOS RIOS,QUEVEDO,VENUS DEL RIO QUEVEDO,"3,483","3,109","6,592","1,945,017","1,767,520","3,712,537"
LOS RIOS,QUEVEDO,VIVA ALFARO,847,812,"1,659","1,945,017","1,767,520","3,712,537"
LOS RIOS,URDANETA,CATARAMA,"1,741","1,387","3,128","1,945,017","1,767,520","3,712,537"
LOS RIOS,URDANETA,RICAURTE,"2,792","2,531","5,323","1,945,017","1,767,520","3,712,537"
LOS RIOS,VALENCIA,VALENCIA,"5,560","5,038","10,598","1,945,017","1,767,520","3,712,537"
LOS RIOS,VENTANAS,QUINSALOMA,"1,935","1,715","3,650","1,945,017","1,767,520","3,712,537"
LOS RIOS,VENTANAS,VENTANAS,"7,485","6,779","14,264","1,945,017","1,767,520","3,712,537"
LOS RIOS,VENTANAS,ZAPOTAL,"2,561","2,300","4,861","1,945,017","1,767,520","3,712,537"
LOS RIOS,VINCES,ANTONIO SOTOMAYOR,"1,842","1,815","3,657","1,945,017","1,767,520","3,712,537"
LOS RIOS,VINCES,VINCES,"8,218","7,150","15,368","1,945,017","1,767,520","3,712,537"
MANABI,24 DE MAYO,ARQ. SIXTO DURAN BALLEN,540,495,"1,035","1,945,017","1,767,520","3,712,537"
MANABI,24 DE MAYO,BELLAVISTA,816,710,"1,526","1,945,017","1,767,520","3,712,537"
MANABI,24 DE MAYO,NOBOA,696,697,"1,393","1,945,017","1,767,520","3,712,537"
MANABI,24 DE MAYO,SUCRE,"1,904","1,871","3,775","1,945,017","1,767,520","3,712,537"
MANABI,BOLIVAR,CALCETA,"4,541","4,225","8,766","1,945,017","1,767,520","3,712,537"
MANABI,BOLIVAR,MEMBRILLO,856,841,"1,697","1,945,017","1,767,520","3,712,537"
MANABI,BOLIVAR,QUIROGA,"1,195","1,055","2,250","1,945,017","1,767,520","3,712,537"
MANABI,CHONE,BOYACA,564,549,"1,113","1,945,017","1,767,520","3,712,537"
MANABI,CHONE,CANUTO,"1,235","1,237","2,472","1,945,017","1,767,520","3,712,537"
MANABI,CHONE,CHIBUNGA,816,701,"1,517","1,945,017","1,767,520","3,712,537"
MANABI,CHONE,CHONE,"8,853","7,776","16,629","1,945,017","1,767,520","3,712,537"
MANABI,CHONE,CONVENTO,858,802,"1,660","1,945,017","1,767,520","3,712,537"
MANABI,CHONE,ELOY ALFARO,881,755,"1,636","1,945,017","1,767,520","3,712,537"
MANABI,CHONE,RICAURTE,"1,038",942,"1,980","1,945,017","1,767,520","3,712,537"
MANABI,CHONE,SAN ANTONIO,933,932,"1,865","1,945,017","1,767,520","3,712,537"
MANABI,CHONE,SANTA RITA,"3,037","2,978","6,015","1,945,017","1,767,520","3,712,537"
MANABI,EL CARMEN,4 DE DICIEMBRE,"1,432","1,281","2,713","1,945,017","1,767,520","3,712,537"
MANABI,EL CARMEN,EL CARMEN,"10,671","9,771","20,442","1,945,017","1,767,520","3,712,537"
MANABI,EL CARMEN,SAN PEDRO DE SUMA,659,677,"1,336","1,945,017","1,767,520","3,712,537"
MANABI,EL CARMEN,WILFRIDO LOOR MOREIRA (MAICITO),378,332,710,"1,945,017","1,767,520","3,712,537"
MANABI,FLAVIO ALFARO,FLAVIO ALFARO,"2,611","2,257","4,868","1,945,017","1,767,520","3,712,537"
MANABI,FLAVIO ALFARO,SAN FRANCISCO DE NOVILLO,588,563,"1,151","1,945,017","1,767,520","3,712,537"
MANABI,FLAVIO ALFARO,ZAPALLO,341,315,656,"1,945,017","1,767,520","3,712,537"
MANABI,JAMA,JAMA,"2,057","1,906","3,963","1,945,017","1,767,520","3,712,537"
MANABI,JARAMIJO,JARAMIJO,"2,161","2,243","4,404","1,945,017","1,767,520","3,712,537"
MANABI,JIPIJAPA,AMERICA,271,285,556,"1,945,017","1,767,520","3,712,537"
MANABI,JIPIJAPA,DR. MIGUEL MORAN LUCIO,613,555,"1,168","1,945,017","1,767,520","3,712,537"
MANABI,JIPIJAPA,EL ANEGADO,569,563,"1,132","1,945,017","1,767,520","3,712,537"
MANABI,JIPIJAPA,JIPIJAPA,"4,593","4,108","8,701","1,945,017","1,767,520","3,712,537"
MANABI,JIPIJAPA,JULCUY,132,126,258,"1,945,017","1,767,520","3,712,537"
MANABI,JIPIJAPA,LA UNION,109,93,202,"1,945,017","1,767,520","3,712,537"
MANABI,JIPIJAPA,MANUEL INOCENCIO PARRALES Y GUALE,787,"1,121","1,908","1,945,017","1,767,520","3,712,537"
MANABI,JIPIJAPA,MEMBRILLAL,113,121,234,"1,945,017","1,767,520","3,712,537"
MANABI,JIPIJAPA,PEDRO PABLO GOMEZ,442,429,871,"1,945,017","1,767,520","3,712,537"
MANABI,JIPIJAPA,PUERTO DE CAYO,447,425,872,"1,945,017","1,767,520","3,712,537"
MANABI,JIPIJAPA,SAN LORENZO DE JIPIJAPA,506,520,"1,026","1,945,017","1,767,520","3,712,537"
MANABI,JUNIN,JUNIN,"2,552","2,534","5,086","1,945,017","1,767,520","3,712,537"
MANABI,MANTA,ELOY ALFARO,"3,954","3,562","7,516","1,945,017","1,767,520","3,712,537"
MANABI,MANTA,LOS ESTEROS,"6,088","5,750","11,838","1,945,017","1,767,520","3,712,537"
MANABI,MANTA,MANTA,"10,240","10,243","20,483","1,945,017","1,767,520","3,712,537"
MANABI,MANTA,SAN LORENZO,424,406,830,"1,945,017","1,767,520","3,712,537"
MANABI,MANTA,SAN MATEO,586,560,"1,146","1,945,017","1,767,520","3,712,537"
MANABI,MANTA,SANTA MARIANITA (BOCA DE PACOCHE),256,254,510,"1,945,017","1,767,520","3,712,537"
MANABI,MANTA,TARQUI,"8,459","7,427","15,886","1,945,017","1,767,520","3,712,537"
MANABI,MONTECRISTI,ANIBAL SAN ANDRES,856,618,"1,474","1,945,017","1,767,520","3,712,537"
MANABI,MONTECRISTI,LA PILA,179,192,371,"1,945,017","1,767,520","3,712,537"
MANABI,MONTECRISTI,MONTECRISTI,"5,497","4,790","10,287","1,945,017","1,767,520","3,712,537"
MANABI,OLMEDO,OLMEDO,"1,682","1,465","3,147","1,945,017","1,767,520","3,712,537"
MANABI,PAJAN,CAMPOZANO (LA PALMA DE PAJAN),735,663,"1,398","1,945,017","1,767,520","3,712,537"
MANABI,PAJAN,CASCOL,752,755,"1,507","1,945,017","1,767,520","3,712,537"
MANABI,PAJAN,GUALE,565,493,"1,058","1,945,017","1,767,520","3,712,537"
MANABI,PAJAN,LASCANO,561,497,"1,058","1,945,017","1,767,520","3,712,537"
MANABI,PAJAN,PAJAN,"1,896","1,803","3,699","1,945,017","1,767,520","3,712,537"
MANABI,PEDERNALES,10 DE AGOSTO,836,758,"1,594","1,945,017","1,767,520","3,712,537"
MANABI,PEDERNALES,ATAHUALPA,666,604,"1,270","1,945,017","1,767,520","3,712,537"
MANABI,PEDERNALES,COJIMIES,"1,991","1,655","3,646","1,945,017","1,767,520","3,712,537"
MANABI,PEDERNALES,PEDERNALES,"4,199","3,680","7,879","1,945,017","1,767,520","3,712,537"
MANABI,PICHINCHA,BARRAGANETE,583,424,"1,007","1,945,017","1,767,520","3,712,537"
MANABI,PICHINCHA,PICHINCHA,"2,143","2,042","4,185","1,945,017","1,767,520","3,712,537"
MANABI,PICHINCHA,SAN SEBASTIAN,929,829,"1,758","1,945,017","1,767,520","3,712,537"
